ID,DateTimeStart,What,Where,Trig,Duration,S-P (s),FirstStation,RecordedOn,ROD__,FPS,TimeRef,M,Conf,Comments,,,,,,,,,,,,,,,,,,,,,
20221215-0015,2022-12-15 00:15:57.0,Distal rockfall,Irish Ghaut,N,7s,,,"MBLG,MBHA,MSS1",y,,,,,During heavy rainfall,,,,,,,,,,,,,,,,,,,,,
20221215-2014,2022-12-15 20:14:45.4,Swell noise?,,Y,,,MBGB,"MBGB,MBGH,MBLY,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20221215-2019,2022-12-15 20:19:53.0,Swell noise?,,N,,,MBGB,"MBGB,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20221215-2027,2022-12-15 20:27:38.4,Rockfall,,N,80s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,Two rockfalls. MBRY off. Should have triggered?,,,,,,,,,,,,,,,,,,,,,
20221216-0010,2022-12-16 00:10:58.4,Swell noise?,,Y,,,MBGB,"MBGB,MBLY,MBGH,MBWH,MBFL",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20221219-1957,2022-12-19 19:57:32.0,VT,,Y,,,MSS1,Most,y,,,,,"Shear-wave splitting at MBLY,MBFL",,,,,,,,,,,,,,,,,,,,,
20221220-0633,2022-12-20 06:33:52.1,Regional,NE,Y,,20.6,MBRV,All,y,,,5.1,,"depth 10km, 175km NE of Montserrat : Several large aftershocks, including M5.2",,,,,,,,,,,,,,,,,,,,,
20221220-0738,2022-12-20 07:38:22.8,VT,,Y,,,MSS1,Most,y,,,,,"Arrival between P and S at MBLG,MBRY, MBWH",,,,,,,,,,,,,,,,,,,,,
20221220-0942,2022-12-20 09:42:31.4,VT,,Y,,,MSS1,Most,y,,,,,"Shear-wave splitting at MBLY,MBLG. Smaller VT 15s beforehand.",,,,,,,,,,,,,,,,,,,,,
20221220-1831,2022-12-20 18:31:12.9,VT,,Y,,,MSS1,Close,y,,,,,Local earthquake 10s later,,,,,,,,,,,,,,,,,,,,,
20221220-2106,2022-12-20 21:06:41.9,VT,,Y,,,MSS1,Close,y,,,,,"Arrival between P and S at MBLG,MBRY,MBWH",,,,,,,,,,,,,,,,,,,,,
20221222-1928,2022-12-22 19:28:34.1,Rockfall,,N,25s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20221223-0001,2022-12-23 00:01:05.4,Local,,Y,,3.5,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20221225-0031,2022-12-25 00:31:14.1,VT,,Y,,,MSS1,Most,y,,,,,"Unusual waveforms, could be double VT",,,,,,,,,,,,,,,,,,,,,
20221226-1201,2022-12-26 12:01:22.8,VT,,Y,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221230-1129,2022-12-30 11:29:59.6,VT,Lees Yard,N,,,MBLY,"MBLY,MBGH,MSS1,MBLG",y,,,,,Very close to MBLY,,,,,,,,,,,,,,,,,,,,,
20221230-1131,2022-12-30 11:31:40.8,VT,Lees Yard,N,,,MBLY,"MBLY,MBGH,MSS1,MBWH,MBLG",y,,,,,Very close to MBLY,,,,,,,,,,,,,,,,,,,,,
20230101-1917,2023-01-01 19:17:46.6,VT,,Y,,,,,n,y,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20230102-0248,2023-01-02 02:48:53.6,VT,,Y,,,,,n,y,otime,3.3,,,,,,,,,,,,,,,,,,,,,,,
20230103-1438,2023-01-03 14:38:56.0,Local,,Y,,3.2,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230103-2200,2023-01-03 22:00:51.0,Distal rockfall,Irish Ghaut,N,19s,,MBLG,MBLG,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230104-0516,2023-01-04 05:16:14.2,Local,,Y,,2.9,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230104-0656,2023-01-04 06:56:00.0,Lahar,,N,3m,,MSS1,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230104-0904,2023-01-04 09:04:00.0,Lahar,,N,8m,,MSS1,"MSS1,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230104-1413,2023-01-04 14:13:47.0,VT plus  helicopter,,N,,,MSS1,"MSS1,MBLY,MBLG,MBRY,MBHA,MBWH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230105-1230,2023-01-05 12:30:22.7,Distal rockfall,Irish Ghaut,N,25s,,MBLG,MBLG,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230105-1808,2023-01-05 18:08:00.0,Distal rockfall,Irish Ghaut,N,,,MBLG,MBLG,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230108-0730,2023-01-08 08:05:00.0,Lahar,,N,3.6h,,MSS1,"MSS1,MBLG,MBLY,MBGH",,,,,,Three or four phases,,,,,,,,,,,,,,,,,,,,,
20230108-1730,2023-01-08 17:30:28.4,Distal rockfall,Irish Ghaut,N,,,MBLG,"MBLG,MBHA,MSS1,MBLY,MBWH,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230108-1734,2023-01-08 17:34:46.7,Local,,Y,,2.7,MBHA,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230108-1813,2023-01-08 18:13:17.0,Distal rockfall,Lees Yard,Y,25s,,MBLY,"MBLY,MSS1,MBWH,MBGH,MBLG,MBRY",y,,,,,Low frequency for a rockfall,,,,,,,,,,,,,,,,,,,,,
20230108-2323,2023-01-08 23:23:23.8,Rockfall,,N,40s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230109-1945,2023-01-09 19:45:11.3,Distal rockfall,Lees Yard,N,25s,,,"MBLY,MSS1,MBGH",y,,,,,In signal from large teleseism,,,,,,,,,,,,,,,,,,,,,
20230109-2249,2023-01-09 22:49:04.8,Distal rockfall,Lees Yard,N,20s,,MBLY,"MBLY,MBGH,MBWH,MSS1",y,,,,,"Equal first at MBLY, MBGH",,,,,,,,,,,,,,,,,,,,,
20230110-1440,2023-01-10 14:40:52.1,Rockfall,,N,20s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230111-1219,2023-01-11 12:19:56.4,Distal rockfall,Harris,N,10s,,MBHA,"MBHA,MBLY,MBLG,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230112-0748,2023-01-12 07:48:30.0,Rockfall,,N,20s,,MSS1,"MSS1,MBLY,MBGH,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230112-1620,2023-01-12 16:20:56.9,Rockfall,Chances Peak S,N,80s,,MSS1,"MSS1,MBLY,MBLG,MBRY,MBGH,MBWH",y,,,,,Might be first at MBLY. Seen on camera.,,,,,,,,,,,,,,,,,,,,,
20230112-1623,2023-01-12 16:23:10.5,Rockfall,Chances Peak S,N,60s,,MSS1,"MSS1,MBLY,MBLG,MBGH",y,,,,,Might be first at MBLY,,,,,,,,,,,,,,,,,,,,,
20230112-1628,2023-01-12 16:28:33.0,Rockfall,Chances Peak S,Y,120s,,MSS1,"MSS1,MBLY,NBLG,MBRY,MBHA,MBWH,MBGH,MBGB",y,,,,,Sequence of 4 or 5 rockfalls. Seen on camera.,,,,,,,,,,,,,,,,,,,,,
20230113-1334,2023-01-13 13:34:38.2,Local,,Y,,18.4,MBRV,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230115-0709,2023-01-15 07:09:00.0,High frequency semi-continuous,,,,,MBLY,,,,,,,"Originally identified as lahar(s), but are too high frequency.",,,,,,,,,,,,,,,,,,,,,
20230115-1241,2023-01-15 12:41:42.1,Distal rockfall,St Georges Hill,N,20s,,MBGH,"MBGH,MBLY,MSS1,MBWH,MBGB,MBFL",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230116-1406,2023-01-16 14:06:36.9,Explosion,,N,,,MSS1,"MSS1,MBLY,MBLG",y,,,,,Looks like VT and infrasound signal. MBRY very late – swell noise,,,,,,,,,,,,,,,,,,,,,
20230116-1518,2023-01-16 15:18:36.2,Distal rockfall,Lees Yard,N,10s,,MBLY,All but MBRV,y,,,,,MBRY very late – swell noise,,,,,,,,,,,,,,,,,,,,,
20230116-1543,2023-01-16 15:43:46.5,Local,,N,,28.5,MBWH,All,y,,,,,Nice T phase,,,,,,,,,,,,,,,,,,,,,
20230117-0039,2023-01-17 00:39:05.0,Swell noise,,N,,,MBRY,"MBRY,MBLG,MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230117-2021,2023-01-17 20:21:11.4,VT,,Y,,,,,n,y,otime,3.4,,,,,,,,,,,,,,,,,,,,,,,
20230117-2141,2023-01-17 21:41:35.8,VT,,Y,,,,,n,y,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20230117-2155,2023-01-17 21:55:37.7,Distal rockfall,Lees Yard,N,10s,,MBLY,"MBLY,MSS1,MBGH,MBWH",y,,,,,In tail end of VT string,,,,,,,,,,,,,,,,,,,,,
20230118-0853,2023-01-18 08:53:02.9,Local,,Y,,10.5,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230120-1124,2023-01-20 11:24:05.2,Local,65km S,Y,,18.3,MBLG,All,y,,,6.2,,"45km S, depth 164km : Suitable for Q experiment. Look at P waves.",,,,,,,,,,,,,,,,,,,,,
20230120-1715,2023-01-20 17:15:13.3,Local,,Y,,10.8,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230122-0808,2023-01-22 08:08:25.1,Local,,N,,6.0,MBRV,All,y,,,,,"Only really see S wave, mistaken for distal event.",,,,,,,,,,,,,,,,,,,,,
20230124-0320,2023-01-24 03:20:14.8,VT,,Y,,,MSS1,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230124-0801,2023-01-24 08:01:24.9,VT,,N,,,MBLG,Most,y,,,,,Seems same size as  event at 20230124-0320,,,,,,,,,,,,,,,,,,,,,
20230124-0854,2023-01-24 08:54:08.2,VT,,N,,,MBLG,Most,y,,,,,Seems same size as  event at 20230124-0320,,,,,,,,,,,,,,,,,,,,,
20230124-1107,2023-01-24 11:07:56.9,VT,,N,,,MSS1,Most,y,,,,,Seems same size as  event at 20230124-0320,,,,,,,,,,,,,,,,,,,,,
20230124-1624,2023-01-24 16:24:46.5,Distal rockfall,,N,10s,,MBRY,"MBRY,MBLG,MBHA,MSS1,MBLY",y,,,,,Might be first at MBLG,,,,,,,,,,,,,,,,,,,,,
20230125-1931,2023-01-25 19:31:00.0,Lahar,,,15m,,,"MSS1,MBLG,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20230127-1237,2023-01-27 12:37:15.1,Local,,Y,,11.0,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230127-1846,2023-01-27 18:46:45.6,VT,,N,,,MBLY,All,y,,,,,Largest in a string. Could be first at MBLY or MBLG. Located on east side of dome.,,,,,,,,,,,,,,,,,,,,,
20230127-1952,2023-01-27 19:52:27.1,Rockfall,Tar River,N,25s,,MBLG,"MBLG,MSS1",y,,,,,Preceded by VT string located east side of dome. Might be an Irish Ghaut rockfall.,,,,,,,,,,,,,,,,,,,,,
20230127-2001,2023-01-27 20:01:25.2,Rockfall,Tar River,N,40s,,MBLG,"MBLG,MBHA,MSS1,MBLY",y,,,,,Preceded by VT string located east side of dome. Might be an Irish Ghaut rockfall.,,,,,,,,,,,,,,,,,,,,,
20230127-2002,2023-01-27 20:02:59.3,Rockfall,Tar River,N,30s,,MBLG,"MBLG,MBHA,MSS1",y,,,,,Preceded by VT string located east side of dome. Might be an Irish Ghaut rockfall.,,,,,,,,,,,,,,,,,,,,,
20230129-0847,2023-01-29 08:47:55.1,Local,,,,5.4,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230129-2018,2023-01-29 20:18:07.3,Rockfall,,N,12s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230131-1902,2023-01-31 19:02:19.0,Distal rockfall,,N,11s,,MBHA,"MBHA,MBLG,MSS1",y,,,,,OR something else,,,,,,,,,,,,,,,,,,,,,
20230201-1113,2023-02-01 11:13:09.9,Regional,"S of Dominican Republic, M5",Y,,81.4,MBRV,All,y,,,,,Two T phases?,,,,,,,,,,,,,,,,,,,,,
20230202-1313,2023-02-02 13:13:44.0,Local,145 km E of Montserrat,Y,,24.3,MBRY,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230204-2110,2023-02-04 21:10:17.8,Rockfall,,N,40s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230206-0130,2023-02-06 01:30:22.8,Telesesm,Turkey,Y,,,MBLY,All,y,,,7.8,,,,,,,,,,,,,,,,,,,,,,,
20230206-2308,2023-02-06 23:08:00.5,Deep regional,E of Dominica,Y,,,MBRY,All,y,,,3.6,,No clear S wave,,,,,,,,,,,,,,,,,,,,,
20230208-2027,2023-02-08 20:27:28.7,Rockfall,,N,13s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230209-1353,2023-02-09 13:53:37.5,Distal rockfall,Irish Ghaut,N,16s,,MBLG,"MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230209-1513,2023-02-09 15:13:37.5,Rockfall,,N,13s,,MSS1,"MSS1,MBLG,MBLY,MBRY,MBHA",y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20230210-0529,2023-02-10 05:29:03.3,Swell noise,West coast,N,,,MBGB,"MBGB,MBGH,MBLY",y,,,,,One of several,,,,,,,,,,,,,,,,,,,,,
20230212-0853,2023-02-12 08:53:00.0,Lahar,,,35m,,MSS1,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230212-1037,2023-02-12 10:37:00.0,Wind noise,,,15m,,MSS1,MSS1,,,,,,Initially identified as a lahar. New wind station at Hermitage showed MSS1 RSAM correlated with wind speed,,,,,,,,,,,,,,,,,,,,,
20230216-1509,2023-02-16 15:09:10.0,Wind noise,,,2m,,MSS1,MSS1,,,,,,Initially identified as a lahar. New wind station at Hermitage showed MSS1 RSAM correlated with wind speed,,,,,,,,,,,,,,,,,,,,,
20230221-1419,2023-02-21 14:19:29.4,Local,SE?,N,,3.1,MBRY,All,y,,,,,Preceded by helicopter. Suitable for Q experiment.,,,,,,,,,,,,,,,,,,,,,
20230222-0919,2023-02-22 09:19:22.3,Rockfall,,,7s,,MSS1,MSS1,y,,,,,Might be noise,,,,,,,,,,,,,,,,,,,,,
20230222-1902,2023-02-22 19:02:28.8,Regional,,Y,,18.8,MBRY,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230223-0056,2023-02-23 00:56:00.0,Teleseism,,,,,,All,n,,,,,"111 deg distant, M6.8 Tajikistan",,,,,,,,,,,,,,,,,,,,,
20230224-0701,2023-02-24 07:01:42.7,Distal rockfall,Irish Ghaut,,20s,,MBLG,"MBLG,MSS1,MBRY,MBLY,MBHA",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230309-0720,2023-03-09 07:20:31.8,Local,,Y,,13.8,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230310-2000,,Swell noise,,,40h,,MBGH,,,,,,,Discrete events seen at multiple stations.,,,,,,,,,,,,,,,,,,,,,
20230312-0110,2023-03-12 01:10:14.5,Swell noise event,,N,,,MBGH,"MBGH,MBLY,MBWH,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230312-0205,2023-03-12 02:05:57.8,Swell noise event,,N,,,MBGH,"MBGH,MBLY,MBWH,MSS1,MBFL",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230313-194713,2023-03-13 19:47:13.7,Rockfall,Chances Peak S,N,17s,,MBBY,"MBBY,MSS1,MBLY,MBRY",y,,,,y,AS saw rockfall deposits on the south side of Chances Peak during an Obs Flight on 20230322.,,,,,,,,,,,,,,,,,,,,,
20230313-194741,2023-03-13 19:47:41.4,Unknown,,N,7s,,MSS1,"MSS1,MBLG,MBLY,MBRY",y,,,,,Rockfall followed by acoustic? Any relation to previous event?,,,,,,,,,,,,,,,,,,,,,
20230313-2012,2023-03-13 20:12:46.8,Rockfall,,N,14s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,MBLY first?,,,,,,,,,,,,,,,,,,,,,
20230314-0108,2023-03-14 01:08:27.3,Teleseism,,Y,,,MBRV,All,y,,,6.3,,"dist 149deg, depth 213km",,,,,,,,,,,,,,,,,,,,,
20230314-1756,2023-03-14 17:56:01.5,Local,95 km NNE,Y,,11.1,MBRV,All,y,,,3.7,,depth 18.8km : Suitable for Q experiment ,,,,,,,,,,,,,,,,,,,,,
20230314-1822,2023-03-14 18:22:27.1,VT,,Y,,,MSS1,All,y,y,otime,2.5,,"Two S arrivals at MBRY, MBBY?",,,,,,,,,,,,,,,,,,,,,
20230315-0307,2023-03-15 03:07:53.2,VT,,Y,,,MSS1,All,y,y,otime,1.8,,"Nice shear-wave splitting at MBLG, MBRY",,,,,,,,,,,,,,,,,,,,,
20230315-0811,2023-03-15 08:11:13.8,Rockfall,Chances Peak S,N,11s,,MBBY,"MBBY,MBLY,MSS1,MBGH,MBLG",y,,,,y,AS saw rockfall deposits on the south side of Chances Peak during aan Obs Flight on 20230322.,,,,,,,,,,,,,,,,,,,,,
20230315-2240,1900-01-03 00:00:00.0,0,0,1,,,MSS1,All,y,y,otime,2.1,,"Nice shear-wave splitting at MBLG, MBRY",,,,,,,,,,,,,,,,,,,,,
20230316-1428,2023-03-16 14:28:57.9,VT,String event,Y,,,MSS1,All,y,y,otime,2.4,,"Nice shear-wave splitting at MBLG,MBWH,MBFL",,,,,,,,,,,,,,,,,,,,,
20230316-1430,2023-03-16 14:30:21.1,VT,String event,Y,,,MSS1,All,y,y,otime,3.2,,"Emergent P at some stations, nice shear-wave splitting at MBRY, arrival between P and S at MBRY, MBGH",,,,,,,,,,,,,,,,,,,,,
20230316-1437,2023-03-16 14:37:22.2,Rockfall,,N,21s,,MSS1,"MSS1,MBLG,MBLY,MBRY",y,,,,,Might be complex string VT ,,,,,,,,,,,,,,,,,,,,,
20230316-1608,,Helicopter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230316-1907,2023-03-16 19:07:55.6,Rockfall,,N,14s,,MSS1,MSS1,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230316-2328,2023-03-16 23:28:51.6,VT,,Y,,,MSS1,All,y,y,otime,1.9,,Late LP arrival at MBBY,,,,,,,,,,,,,,,,,,,,,
20230316-2335,2023-03-16 23:35:26.0,Distal VT,,Y,,1.3,MBFL,All,y,,otime,1.2,,,,,,,,,,,,,,,,,,,,,,,
20230317-1337,2023-03-17 13:37:08.0,VT and helicopter,,N,,,MSS1,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230318-0925,2023-03-18 09:25:10.2,VT,,Y,,,MBLG,All,y,y,otime,1.5,,MBLG and MBLY first but SEISAN location seems normal,,,,,,,,,,,,,,,,,,,,,
20230318-1718,2023-03-18 17:18:19.8,Teleseism,,Y,,,MBRY,All,y,,,6.8,,Ecuador depth 65.8km 26 degrees distance,,,,,,,,,,,,,,,,,,,,,
20230319 1140,,Wind noise,,,4h,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230319-2024,2023-03-19 20:24:04.5,VT,,Y,,,MSS1,All,y,y,otime,2.4,,"Weird S at MBLY, MBBY.",,,,,,,,,,,,,,,,,,,,,
20230320-0659,2023-03-20 06:59:58.5,VT,,Y,,,MSS1,All,y,y,otime,3.4,,Emergent P at some stations,,,,,,,,,,,,,,,,,,,,,
20230321-1426,2023-03-21 14:26:32.7,Rockfall,,,20s,,MBBY,"MBBY,MBGH,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230321-1826,2023-03-21 18:26:45.1,VT,,,,,MSS1,"MBLY,MSS1,MBLG,MBWH",y,,otime,,,"Emergent at MSS1, might be first at MBLY",,,,,,,,,,,,,,,,,,,,,
20230323-1920,2023-03-23 19:20:33.3,VT,,Y,,,MSS1,All,y,y,otime,2.4,,Shear wave splitting at MBFL. Two S arrivals at MBLG.,,,,,,,,,,,,,,,,,,,,,
20230324-0435,2023-03-24 04:35:39.7,Rockfall,Chances Peak S,Y,16s,,MBBY,"MBBY,MBGH,MBLY,MSS1,MBWH",y,,,,y,,,,,,,,,,,,,,,,,,,,,,
20230324-1158,2023-03-24 11:58:06.4,Local,,Y,,9.8,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230325-0224,2023-03-25 02:24:58.6,VT,,Y,,,MSS1,All,y,,otime,1.5,,"Shear wave splitting at MBLY,MBLG",,,,,,,,,,,,,,,,,,,,,
20230327-1052,2023-03-27 10:53:50.4,Local,,Y,,13.9,MBHA,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230328-1724,2023-03-28 17:24:37.4,Unknown,,Y,,11.9,MBBY,All,y,,,,,Could be low-frequency P and S. No signals on SVV. ABD or ANWB,,,,,,,,,,,,,,,,,,,,,
20230328-2121,2023-03-28 21:21:04.5,VT,,Y,,,MSS1,Most,y,,otime,,,"Strange S arrivals at MBRY, MBBY",,,,,,,,,,,,,,,,,,,,,
20230330-0433,2023-03-30 04:33:31.6,VT,,y,,,MSS1,All,y,y,otime,,,"Emergent P at some stations. Strange S arrivals at MBRY, MBBY.",,,,,,,,,,,,,,,,,,,,,
20230330-1115,2023-03-30 11:15:45.0,Lahar,,,,,MSS1,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230330-1742,2023-03-30 17:42:23.0,Teleseism,,N,,,,All,,,,6.3,,"offshore Chile, depth 11.6km, distance 53deg. Nice dispersion and Airy phase",,,,,,,,,,,,,,,,,,,,,
20230331-0252,2023-03-31 02:52:16.2,Rockfall,,N,1m,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230331-1420,2023-03-31 14:20:01.3,Local,,Y,,9.4,MBRV,All,y,,,,,"Suitable for Q experiment, S small at MBBY, helicopter signal at MBLG",,,,,,,,,,,,,,,,,,,,,
20230401-1241,2023-04-01 12:41:13.3,VT,,Y,,,MSS1,Most,y,,otime,1.5,,Two S arrivals at MBLG,,,,,,,,,,,,,,,,,,,,,
20230401-1309,2023-04-01 13:09:36.0,VT,,Y,,,MSS1,Most,y,,otime,2.2,,"Emergent P at some stations. Shear-wave splitting at MBLY, MBGH",,,,,,,,,,,,,,,,,,,,,
20230402-1823,2023-04-02 18:23:45.0,Teleseism,,Y,,,,All,,,,7.0,,"Papua New Guinea, depth 63km, dist 152deg",,,,,,,,,,,,,,,,,,,,,
20230404-0400,2023-04-04 04:00:18.9,Local,,Y,,8.6,MBRV,All,y,,,,,Suitable for Q experiment,,,,,,,,,,,,,,,,,,,,,
20230404-2223,2023-04-04 22:23:04.1,Teleseism,,Y,,,,All,,,,6.3,,"S of Panama, depth 13km, dist 22deg. T-phase, unusual for source in Pacific?",,,,,,,,,,,,,,,,,,,,,
20230405-1142,2023-04-05 11:42:18.1,VT,,Y,,,MSS1,All,y,y,otime,3.4,,"Shear-wave splitting at MBRY, multiple S at MBBY",,,,,,,,,,,,,,,,,,,,,
20230406-0508,2023-04-06 05:08:00.0,VT,,Y,,,MSS1,All,y,y,otime,2.7,,"Shear-wave splitting at MBLY, MBRY, MBBY. FPS for 2 deg search. 10 deg search gave no results.",,,,,,,,,,,,,,,,,,,,,
20230406-1850,2023-04-06 18:50:58.9,Lightning,,Y,,,MBBY,All,y,,,,,"Close stations look like seismic signals, but clearly an air wave at more distant stations",,,,,,,,,,,,,,,,,,,,,
20230406-1656,,Lightning,,,,,MBGH,All,,,,,,Clearly an air wave,,,,,,,,,,,,,,,,,,,,,
20230408-2345,2023-04-08 23:45:13.8,Rockfall,,N,30s,,MSS1,"MSS1,MBLY,MBLG,MBRY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230409-1100,,Wind,,,,,MSS1,"MSS1,MBLG",,,,,,Could be mistaken for tremor. Rockfall soon afterwards.,,,,,,,,,,,,,,,,,,,,,
20230409-1200,2023-04-09 12:00:15.9,Rockfall,,N,50s,,MBLY,"MBLY,MSS1,MBLG,MBHA,MBBY,MBGH",y,,,,,Maybe first at MSS1,,,,,,,,,,,,,,,,,,,,,
20230410-1202,,Animals,,,,,MBLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230411-0234,2023-04-11 02:34:26.3,VT,,Y,,,MSS1,All,y,y,otime,2.1,,"Shear-wave splitting at MBLY, multiple S waves at MBRY,MBBY",,,,,,,,,,,,,,,,,,,,,
20230411-1109,2023-04-11 11:09:11.3,Unknown,,Y,45s,,MBLY,Most,y,,,,,Maybe first at MSS1,,,,,,,,,,,,,,,,,,,,,
20230412-1104,2023-04-12 11:04:04.6,Regional,,Y,,19.6,MBLG,All,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20230412-2121,2023-04-12 21:21:11.0,VT,,Y,,,MBLY,Most,y,y,otime,1.6,,"Normal location, despite MBLY first",,,,,,,,,,,,,,,,,,,,,
20230412-2122,2023-04-12 21:22:39.4,VT,,Y,,,MBLY,Most,y,y,otime,1.7,,"Normal location, despite MBLY first",,,,,,,,,,,,,,,,,,,,,
20230413-1424,2023-04-13 14:24:26.1,VT,String event,Y,,,MSS1,All,y,y,otime,3.1,,"Shear-wave splitting at MBLY, MBRY. Pre-S at MBBY",,,,,,,,,,,,,,,,,,,,,
20230413-1431,2023-04-13 14:31:40.8,VT,String event,Y,,,MSS1,Most,y,y,otime,1.9,,"Shear-wave splitting at MBLY, MBWH",,,,,,,,,,,,,,,,,,,,,
20230413-2028,2023-04-13 20:28:21.8,Local,,N,,3.7,MBLG,All,y,,,,,Suitable for Q experiment – maybe too small,,,,,,,,,,,,,,,,,,,,,
20230414-0331,2023-04-14 03:31:43.8,VT,,Y,,,MSS1,Most,y,,otime,1.3,,"Shear-wave splitting at MBLY,MBLG",,,,,,,,,,,,,,,,,,,,,
20230414-0351,2023-04-14 03:51:23.0,Rockfall,,Y,18s,,MBLY,"MBLY,MSS1,MBGH,MBBY,MBLG,MBWH,MBRY",y,,,,,Maybe first at MSS1,,,,,,,,,,,,,,,,,,,,,
20230414-0811,2023-04-14 08:11:30.5,VT,,Y,,,MSS1,Most,y,,otime,1.9,,"Shear-wave splitting at MBLY,MBLG",,,,,,,,,,,,,,,,,,,,,
20230414-0858,2023-04-14 08:58:04.2,VT,,Y,,,MSS1,Most,y,,otime,1.1,,Shear-wave splitting at MBLY,,,,,,,,,,,,,,,,,,,,,
20230414-1859,2023-04-14 18:59:21.3,Distal VT,Irish Ghaut,N,,0.2,MBLG,"MBLG,MBHA,MSS1",y,,,,,Identical 3C waveforms at MBLG,,,,,,,,,,,,,,,,,,,,,
20230414-1901,2023-04-14 19:01:13.7,Distal VT,Irish Ghaut,N,,0.2,MBLG,"MBLG,MSS1,MBHA",y,,,,,Identical 3C waveforms at MBLG,,,,,,,,,,,,,,,,,,,,,
20230414-1936,2023-04-14 19:36:25.5,Distal VT,Irish Ghaut,N,,0.2,MBLG,MBLG,y,,,,,Identical 3C waveforms at MBLG,,,,,,,,,,,,,,,,,,,,,
20230416-0202,2023-04-16 02:02:31.8,Rockfall,,N,6s,,MSS1,MSS1,y,,,,,At end of VT string,,,,,,,,,,,,,,,,,,,,,
