ID,DateTimeStart,What,Where,Trig,Duration,S-P (s),FirstStation,RecordedOn,ROD__,FPS,TimeRef,M,Conf,Comments,,,,,,,,,,,,,,,,,,,,,
20240828-0358,2024-08-28 03:58:06.5,Distal rockfall,New location?,N,44s,,MBFR,"MBFR,MSS1,MBLY,MBBY,MBRY,MBGH",y,,,,,OR hybrid,,,,,,,,,,,,,,,,,,,,,
20240828-0400,2024-08-28 04:00:33.8,Rockfall,,N,19s,,MSS1,"MSS1,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240830-1419,2024-08-30 14:19:47.9,Distal rockfall,Fergus Ridge N?,N,10s,,MBFR,MBFR,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240901-1841,2024-09-01 18:41:21.0,Distal rockfall,Fergus Ridge N?,N,19s,,MBFR,"MBFR,MSS1,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240903-0040,2024-09-03 00:40:22.0,VT,,Y,,,MSS1,All,y,y,otime,3.6,,,,,,,,,,,,,,,,,,,,,,,
20240904-1250,2024-09-04 12:50:52.7,Rockfall,New location?,N,78s,,MSS1,"MSS1,MBFR,MBLG,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240904-1406,2024-09-04 14:06:46.6,Rockfall,New location?,N,72s,,MSS1,"MSS1,MBLG,MBFR,MBLY",y,,,,,OR LP/rockfall. ,,,,,,,,,,,,,,,,,,,,,
20240906-2116,2024-09-06 21:16:24.0,Rockfall,,N,13s,,MSS1,MSS1,y,,,,,OR complex VT,,,,,,,,,,,,,,,,,,,,,
20240908-0910,2024-09-08 09:10:30.1,Rockfall,Middle Aymers Ghaut?,Y,20s,,MBBY,"MBBY,MBGH,MBLY,MBFR.MSS1",y,,,,,OR hybrid,,,,,,,,,,,,,,,,,,,,,
20240909-0704,2024-09-09 07:04:45.2,Hybrid,,N,,,MBLY,"MBLY,MBBY,MBGH,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240909-1301,2024-09-09 13:01:53.4,Hybrid,,N,,,MSS1,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240909-1653,2024-09-09 16:53:25.9,LP,,Y,,,MSS1,Most,y,,,,,During mixed swarmette.,,,,,,,,,,,,,,,,,,,,,
20240910-1100,2024-09-10 11:00:37.1,Distal rockfall,Irish Ghaut?,N,17s,,MBLG,"MBLG,MSS1,MBLY,MBWH,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240910-1411,2024-09-10 14:11:48.6,Distal rockfall,Fergus Ridge N?,N,17s,,MBFR,MBFR,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240910-2239,2024-09-10 22:39:34.0,Rockfall,New location?,N,,,MSS1,"MSS1,MBLY,MBLG,MBFR,MBBU",y,,,,,2 arrivals,,,,,,,,,,,,,,,,,,,,,
20240911-0102,2024-09-11 01:02:06.7,Rockfall,Tar River?,N,29s,,MSS1,"MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240911-0748,2024-09-11 07:48:50.9,VT,,N,,,MBLG,"MBLG,MSS1,MBLY,MBWH",y,,,,,OR Distal VT. First at MBLG?,,,,,,,,,,,,,,,,,,,,,
20240911-1009,2024-09-11 10:09:36.9,Rockfall,Tar River?,N,28s,,MSS1,"MSS1,MBLY,MBLG,MBWH,MBGH",y,,,,,Manually added to SEISAN.,,,,,,,,,,,,,,,,,,,,,
20240911-1322,2024-09-11 13:22:27.9,Distal rockfall,Fergus Ridge N?,N,,,MBFR,"MBFR,MSS1,MBBY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240912-0346,2024-09-12 03:46:10.9,Rockfall,Gages?,Y,27s,,MBLY,Most,y,,,,,OR Hybrid?,,,,,,,,,,,,,,,,,,,,,
20240912-0606,2024-09-12 06:06:17.3,Rockfall,Middle Aymers Ghaut?,Y,21s,,MBBY,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240912-0836,2024-09-12 08:36:27.0,Rockfall,Tar River?,N,39s,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBBY,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240912-0900,2024-09-12 09:00:00.0,Wind noise,,,2h,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240912-1219,2024-09-12 12:19:27.2,Distal rockfall,Fergus Ridge N?,N,32s,,MBFR,"MBFR,MSS1,MBBY,MBRY,MBLY",y,,,,,Looks like an LP/RF,,,,,,,,,,,,,,,,,,,,,
20240913-1033,2024-09-13 10:33:03.1,Distal rockfall,Fergus Ridge N?,N,28s,,MBFR,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240913-1142,2024-09-13 11:42:44.0,Rockfall,Ghaut Meframie?,Y,24s,,MSS1,Most,y,,,,,"OR complex VT? Has appearance of regional, often seen.",,,,,,,,,,,,,,,,,,,,,
20240916-1555,2024-09-16 15:55:46.7,VT,,Y,,,MSS1,All,y,y,otime,3.2,,,,,,,,,,,,,,,,,,,,,,,
20240918-1849,2024-09-18 18:49:42.5,Distal rockfall,Fergus Ridge N?,N,13s,,MBFR,MBFR,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240918-2036,2024-09-18 20:36:37.6,Local,,N,,1.5,MBWH,Most,y,,,,,OR deep VT? At least four of these in 40m.,,,,,,,,,,,,,,,,,,,,,
20240918-2107,,Local,,N,,,,,,,,,,OR deep VT?,,,,,,,,,,,,,,,,,,,,,
20240918-2110,,Local,,N,,,,,,,,,,OR deep VT?,,,,,,,,,,,,,,,,,,,,,
20240919-2142,2024-09-19 21:42:32.7,Distal rockfall,Fergus Ridge N?,N,17s,,MBFR,"MBFR,MSS1,MBBY",y,,,,,"Second rockfall 30s later, MLBY and MSS1",,,,,,,,,,,,,,,,,,,,,
20240920-1608,2024-09-20 16:08:24.0,Noise,Swell noise event,Y,,,MBBY,Most,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240922-1700,2024-09-22 17:00:32.0,Distal VT,Long Ground,N,,,MBLG,"MBLG,MBRY,MBWH,MSS1,MBFR,MBLY,MBBY,MBWH",y,,,,,Manually added to SEISAN database,,,,,,,,,,,,,,,,,,,,,
20240923-0013,2024-09-23 00:13:00.0,Lightning,,,1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240923-0600,2024-09-23 06:00:00.0,Lightning,,,1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240923-1759,2024-09-23 17:59:34.6,Local,,Y,,,MBFR,All,y,,,4.4,,"Depth 148km, dist 50km. Low-frequency start looks like Pn, but can’t be.",,,,,,,,,,,,,,,,,,,,,
20240925-1550,2024-09-25 15:50:00.0,Lightning,,,25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240925-2331,2024-09-25 23:31:30.8,Distal rockfall,Irish Ghaut?,N,18s,,MBLG,"MBLG,MBRY,MBFR,MSS1,MBGH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-0557,2024-09-26 05:57:52.7,Distal rockfall,Irish Ghaut?,N,16s,,MBLG,"MBLG,MSS1",y,,,,,VT afterwards,,,,,,,,,,,,,,,,,,,,,
,2024-09-26 11:20:00.0,Lightning,,,2h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1152,2024-09-26 11:52:00.0,Lahars,,,5h,,MBFR,MBFR,,,,,,Multiple lahars.,,,,,,,,,,,,,,,,,,,,,
20240926-1305,2024-09-26 13:05:25.7,Multiple VTs,,N,20s,,MSS1,"MSS1,MBLY,MBFR,MBLG,MBRY,MBWH,MBBY",y,,,,,Might contain lightning signals.,,,,,,,,,,,,,,,,,,,,,
20240926-1640,2024-09-26 16:40:28.6,Lightning quake,,N,,,MBFR,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1643,2024-09-26 16:43:16.5,Lightning quake,,N,,,MBFR,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1645,2024-09-26 16:45:26.0,Lightning,,N,,,MBWH,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1646,2024-09-26 16:46:50.1,Lightning quake,,N,,,MBLG,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1653,2024-09-26 16:53:10.1,Lightning quake,,N,,,MBLY,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1724,2024-09-26 17:24:31.6,Lightning quake,,N,,,MBRV,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240626-1738,2024-09-26 17:38:46.1,Lightning quake,,N,,,MBFR,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1745,2024-09-26 17:45:48.7,Lightning quake,,N,,,MBFR,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-1850,2024-09-26 18:50:49.6,Rockfall,,N,,,MSS1,MSS1,y,,,,,OR VT? High frequency.,,,,,,,,,,,,,,,,,,,,,
20240926-1954,2024-09-26 19:54:30.8,Distal rockfall,St Georges Hill?,N,,,MBGH,MBGH,y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240926-2139,2024-09-26 21:39:02.6,VT,,Y,,,MSS1,Most,y,,,,,"OR hybrid, LP, deep VT",,,,,,,,,,,,,,,,,,,,,
20240927-1024,2024-09-27 10:24:07.1,Distal VT,String event,Y,,,MBBY,"MBBY,MBFR,MBGH,MBLY,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240927-1025,2024-09-27 10:25:42.5,Distal VT,String event,Y,,,MBBY,"MBBY,MBFR,MBGH,MBLY,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240927-1027,2024-09-27 10:27:47.5,Distal VT,String event,Y,,,MBBY,"MBBY,MBFR,MBGH,MBLY,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20240929-1118,2024-09-29 11:18:08.2,Rockfall,Aymers Ghaut?,N,20s,,MBBY,"MVVY,MBFR,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241004-0200,2024-10-04 02:00:00.0,Noise,Swell noise,,2d,,MBRY,"MBRY,MSS1,MBLG,MBWH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241004-1228,2024-10-04 12:28:23.3,Hybrid,,Y,,,MSS1,Most,y,,,,,OR rockfall? Small start 2-3s earlier.,,,,,,,,,,,,,,,,,,,,,
20241004-1253,2024-10-04 12:53:54.5,Local,,Y,,3.5,MBRV,All,y,,,,,Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20241004-1311,2024-10-04 13:11:58.6,Hybrid,,Y,,,MSS1,Most,y,,,,,OR rockfall? Small start 2-3s earlier.,,,,,,,,,,,,,,,,,,,,,
20241006-0001,2024-10-06 00:01:50.1,Noise,Swell noise events,N,,,MBRY,,y,,,,,Two swell noise events with different origins,,,,,,,,,,,,,,,,,,,,,
20241006-1909,2024-10-06 19:09:23.6,Rockfall,,N,12s,,MSS1,"MSS1,MBLG",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241006-2113,2024-10-06 21:13:22.4,VT,,N,,,MSS1,Most,y,,otime,,,OR deep VT. Manually added to SEISAN.,,,,,,,,,,,,,,,,,,,,,
20241010-0810,2024-10-10 08:10:18.2,Distal VT,Long Ground,N,,,MBLG,"MBLG,MBLY,MSS1,MBFR,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241014-0745,,Noise,Lightning,,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241014-1007,2024-10-14 10:07:39.2,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MBLY,MSS1",n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241014-1621,,Rockfall,,N,,,,"MSS1,MBLG",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241014-1656,2024-10-14 16:56:26.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1",n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241015-2025,2024-10-15 20:25:00.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1",n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241016-0322,2024-10-16 03:22:00.0,Noise,Wind noise?,,10m,,,"MSS1,MBFR",,,,,,OR tremor?,,,,,,,,,,,,,,,,,,,,,
20241016-0827,2024-10-16 08:27:00.0,Noise,Wind noise?,,10m,,,"MSS1,MBFR,MBLY",,,,,,OR tremor?,,,,,,,,,,,,,,,,,,,,,
20241017-0801,2024-10-17 08:01:36.0,Distal rockfall,,N,,,MBLG,"MBLG.MBLY,MSS1,MBWH,MBFR,MBGH",n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241019-0234,2024-10-19 02:34:25.8,VT,Deep VT,Y,,,MBLG,All,y,,otime,,,,,,,,,,,,,,,,,,,,,,,,
20241021-1157,,Lahar,,,30m,,MSS1,"MSS1,MBFR,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241021-1544,2024-10-21 15:44:48.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1",n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241021-1934,2024-10-21 19:34:53.0,Rockfall,,Y,,,MBBY,"MBBY,MBLY,MBFR,MSS1,MBGH,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241021-2206,2024-10-21 22:06:22.1,Rockfall,,Y,,,MBBY,"MBBY,MBGH,MBLY,MBFR,MSS1,MBWH",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241021-1544,2024-10-21 15:44:48.0,Distal rockfall,,N,,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241022-0915,2024-10-22 09:15:34.6,Rockfall,,Y,,,MBBY,"MBBY,MBGH,MBWH,MBLY,MSS1",y,,,,,Interfering HF signal just beforehand at MBFR.,,,,,,,,,,,,,,,,,,,,,
20241022-1420,2024-10-22 14:20:06.0,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,n,,,,,,,,,,,,,,,,,,,,,,,,,,
20241022-2107,2024-10-22 21:07:34.0,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,n,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-10-24 18:33:32.0,Unusual VT?,,Y,,,,,y,,otime,,,,,,,,,,,,,,,,,,,,,,,,
20241025-1330,,Distal VT,Fergus Ridge,N,,,MBFR,"MBFR,MBRY,MBLG,MSS1,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241025-1541,,Distal VT,Lees Yard,N,,,MBLY,"MBLY,MBBY,MBFR,MBLG,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241028-1527,,Hybrid,,Y,,,,,,,,,,Two events.,,,,,,,,,,,,,,,,,,,,,
,2024-10-30 05:27:22.2,Local,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-10-31 15:22:43.0,Local,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-10-31 22:49:52.9,Rockfall,,N,,,MSS1,"MSS1,MBLY,MBLG",,,,,,Two rockfalls after string.,,,,,,,,,,,,,,,,,,,,,
,2024-11-01 09:02:27.5,Noise,Lightning,,40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241101,,Lahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024-11-01 09:57:53.7,Unusual pair?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241102-0452,2024-11-02 04:52:14.0,VT,,Y,,,,,y,y,otime,3.3,,,,,,,,,,,,,,,,,,,,,,,
20241105,,Lahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241114-0515,,Deep VT?,,,,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241114-0624,2024-11-14 06:24:25.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MBRY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241114-0632,2024-11-14 06:32:55.0,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241114-1012,,Rockfall,,N,,,,"MSS1,MBLG,MBLY,MBFR,MBRY",,,,,,OR swell event?,,,,,,,,,,,,,,,,,,,,,
20241114-1808,,Rockfall,,,,,MSS1,,,,,,,OR complex VT?,,,,,,,,,,,,,,,,,,,,,
,2024-11-16 00:00:00.0,VT,,N,,,,,,,,,,Manually added to SEISAN database. Didn’t trigger because was part of rising swarm.,,,,,,,,,,,,,,,,,,,,,
,2024-11-16 00:00:00.0,VT,,N,,,,,,,,,,Manually added to SEISAN database. Didn’t trigger because was part of rising swarm.,,,,,,,,,,,,,,,,,,,,,
20241117-1952,,Distal rockfall,Long Ground,N,,,MBLG,"MBLG,MSS1,MBLY,MBFR",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-0315,2024-11-18 03:15:00.0,Lahars,,,60m,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-0526,2024-11-18 05:26:54.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1,MBLY,MBLG,MBBY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-1700,2024-11-18 17:00:00.0,Lahars,,,35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241118-1822,,Rockfall,,N,,,MSS1,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241119-0500,,Rockfall,,N,,,MSS1,"MSS1,MBLG,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241119-0854,2024-11-19 08:54:00.0,Lahars,,N,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241119-1148,,Distal rockfall,,N,,,MBLY,"MBLY,MSS1,MBLG,MBGH,MBWH,MBFR",,,,,,OR LP?,,,,,,,,,,,,,,,,,,,,,
20241119-1733,2024-11-19 17:33:00.3,Swarmette event,Swarmette event,N,,,MSS1,"MSS1,MBFR,MBLY,MBLG,MBRY,MBBY,MBWH",y,,otime,,,OR slow VT?,,,,,,,,,,,,,,,,,,,,,
20241119-1954,2024-11-19 19:54:56.7,Hybrid,Swarmette event,N,,,,,,,,,,Two events. First one has inconsistent arrival times.,,,,,,,,,,,,,,,,,,,,,
20241119-2030,1899-12-30 20:30:18.2,Hybrid,Swarmette event,N,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241119-2127,,Distal rockfall,Lees Yard,N,,,MBLY,"MBLY,MSS1,MBFR,MBRY,MBGH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241119-2052,1899-12-30 20:52:19.5,LP,Swarmette event,N,,,MSS1,Most,,,,,,"Two different events. One LP, one ?. Amplitude fall-off with distance is different.",,,,,,,,,,,,,,,,,,,,,
20241120-0415,2024-11-20 04:15:58.4,Distal rockfall,,N,,,MBBY,"MBBY,MBFR,MBGH,MBLY,MSS1",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241120-0416,2024-11-20 04:16:11.2,Distal rockfall,Fergus Ridge?,N,,,MBFR,"MBFR,MSS1,MBLY",y,,,,,,,,,,,,,,,,,,,,,,,,,,
20241120-1516,2024-11-20 15:10:00.0,Lahar,,,60m,,MBFR,"MBFR,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241121-0916,2024-11-21 09:16:16.9,Local,,Y,,,MBWH,All,y,,otime,,,OR Distal VT? Suitable for Q experiment?,,,,,,,,,,,,,,,,,,,,,
20241121-1448,,Distal rockfall,Lees Yard,N,,,MBLY,"MBLY,MSS1,MBFR",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241126-0459,2024-11-26 04:59:08.8,Rockfall,,N,,,MSS1,MSS1,,,,,,OR mini VT string? Hiigh frequency.,,,,,,,,,,,,,,,,,,,,,
20241127-2151,2024-11-27 21:51:31.0,Rockfall,,,,,MBLG,Most,,,,,,OR hybrid?,,,,,,,,,,,,,,,,,,,,,
20241128-0729,2024-11-28 07:29:34.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MBLY,MSS1,MBBY",,,,,,OR LP?,,,,,,,,,,,,,,,,,,,,,
20241128-0806,2024-11-28 08:06:26.0,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241128-0812,2024-11-28 08:12:56.8,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,,,,,,Multiple rockfalls?,,,,,,,,,,,,,,,,,,,,,
20241129-0332,2024-11-29 03:32:38.7,Distal rockfall,Lees Yard,,,,MBLY,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241129-1234,2024-11-29 12:34:37.2,Distal rockfall,Long Ground,,,,MBLG,"MBLG,MSS1,MBLY,MBFR",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241129-1829,2024-11-29 12:34:37.2,Distal rockfall,Fergus Ridge,,,,MBFR,"MBFR,MBRY,MSS1",,,,,,First at MBRY?,,,,,,,,,,,,,,,,,,,,,
20241201-0111,2024-12-01 01:11:55.2,Hybrid,,Y,22s,,MBLG,Most,y,,,,,OR rockfall. Doesn’t fit amp ratios for anywhere – closest is Irish Ghaut.,,,,,,,,,,,,,,,,,,,,,
20241201-1300,2024-12-01 13:00:32.7,Rockfall,,,,,MSS1,"MSS1,MBLY,MBFR,MBLG",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241201-1934,2024-12-01 19:34:47.4,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MBBY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241202-1654,2024-12-02 16:54:11.5,VT,,Y,,,,,y,y,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20241202-1925,,Distal rockfall,,,,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241202-1927,,Distal rockfall,,,,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241203-0819,2024-12-03 08:19:00.0,Lahars,,,30m,,,"MSS1,MBFR,MBLY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241206-0821,2024-12-01 19:34:47.4,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MBBY,MBGH,MBLY,MSS1",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241208-1427,,Distal rockfall?,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241208-2003,,Distal rockfall,,,,,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241209-0447,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241209-2043,2024-12-09 20:43:27.9,Triplet VT,Distal?,N,,,MBWH,"MBWH,MBLG,MBFR,MBLY,MSS1,MBBY,MBGH",y,,otime,,,Location is beneath dome (strange considering arrival order).,,,,,,,,,,,,,,,,,,,,,
20241212-1059,2024-12-12 10:59:22.7,VT,Distal?,Y,,,MBLY,All,y,,otime,,,MBWH early,,,,,,,,,,,,,,,,,,,,,
20241212-2049,2024-12-12 20:49:32.3,Rockfall,,N,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241214-1751,2024-12-14 17:51:19.4,VT,,Y,,,,,y,n,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20241213-1229,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241217-1706,2024-12-17 17:06:13.8,Deep VT?,,,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241219-0356,2024-12-19 03:56:57.4,Rockfall,,N,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241219-143104,2024-12-19 14:31:04.2,VT,,Y,,,,,y,y,otime,3.3,,,,,,,,,,,,,,,,,,,,,,,
20241219-143132,2024-12-19 14:31:32.4,VT,,Y,,,,,y,n,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20241219-1436,2024-12-19 14:36:55.1,VT,,Y,,,,,y,y,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20241219-1440,2024-12-19 14:40:16.1,VT,,Y,,,,,y,y,otime,3.2,,,,,,,,,,,,,,,,,,,,,,,
20241219-1459,2024-12-19 14:59:16.0,VT,,Y,,,,,y,y,otime,3.3,,,,,,,,,,,,,,,,,,,,,,,
20241219-1516,2024-12-19 15:16:55.4,VT,,Y,,,,,y,y,otime,3.1,,,,,,,,,,,,,,,,,,,,,,,
20241219-1518,2024-12-19 15:18:08.1,VT,,Y,,,,,y,n,otime,3.4,,,,,,,,,,,,,,,,,,,,,,,
20241219-1522,2024-12-19 15:22:13.1,VT,,Y,,,,,y,n,otime,3.1,,,,,,,,,,,,,,,,,,,,,,,
20241219-1523,2024-12-19 15:23:15.3,VT,,Y,,,,,y,y,otime,3.4,,,,,,,,,,,,,,,,,,,,,,,
20241219-1524,2024-12-19 15:24:13.4,VT,,Y,,,,,y,n,otime,3.2,,,,,,,,,,,,,,,,,,,,,,,
20241219-1811,2024-12-19 18:11:09.8,Hybrid,Swarmette event,N,,,MSS1,Most,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241219-1946,2024-12-19 19:46:55.1,Hybrid,Swarmette event,N,,,MSS1,"MSS1,MBFR,MBLY,MBLG,MBRY,MBBY,MBWH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241219-2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-0831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-0956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1624,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1635,2024-12-20 16:35:17.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1,MBBY",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-1638,,Rockfall,,N,,,MSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-2127,2024-12-20 21:27:06.2,VT,,Y,,,,,y,y,otime,3.0,,,,,,,,,,,,,,,,,,,,,,,
20241220-2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241220-2310,,Rockfall,,N,,,MSS1,"MSS1,MBLG,MBFR,MBLY,MBRY,MBBY,MBGH",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241223-0600,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241223-2140,2024-12-23 21:40:56.2,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1,MBBY,MBLY,MBLG",,,,,,,,,,,,,,,,,,,,,,,,,,,
20241224-1749,2024-12-24 17:49:01.0,Distal rockfall,Fergus Ridge,N,,,MBFR,MBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241225-1549,2024-12-25 15:49:20.0,Distal rockfall,Fergus Ridge,N,,,MBFR,"MBFR,MSS1,MBBY,MBLY,MBGH",,,,,,,,,,,,,,,,,,,,,,,,,,,
